"K J Flanagan & Co. Ltd.",,,,,,,Date : 08 MAR 2022,10:08:11
,,,,C U T T E R S,,DAILY TOTALS,Page : 1    
"User",Date,Hour,Time,Roll No.,Orig_Roll,Trandesc,Product Description,Quantity,Total,Cuts,Remeasures,Supplier,Cus. Ref.,Customer_Name
"DT",02/03/22,09,09:15:29,243991.8,243991,Cut Bench Program,RUSTIC COLL TEXAS OAK 977D 4M,4.65,1,1,0,BIG201,CH105,Choice Carpets Lurgan Ltd
"DT",02/03/22,09,09:18:14,,243991,Remeasure,RUSTIC COLL TEXAS OAK 977D 4M,0.00,1,0,1,BIG201,,
"DT",02/03/22,09,09:22:20,244096.9,244096,Cut Bench Program,VINTAGE OAK COLL COVENTRY 797M 3M,2.29,1,1,0,BIG201,IN130,INFLOOR AT CHATSWORTH
"DT",02/03/22,09,09:24:24,,244096,Remeasure,VINTAGE OAK COLL COVENTRY 797M 3M,0.00,1,0,1,BIG201,,
"DT",02/03/22,09,09:26:54,248165.1,248165,Cut Bench Program,NOBLE DREAMS 95 MONTEREY CLIFFS 4M FELT,6.40,1,1,0,BAL601,MS110,Martin Shortt
"DT",02/03/22,09,09:31:33,247603.4,247603,Cut Bench Program,GRANITE RIB 97 CHOCOLATE 4M GEL,11.30,1,1,0,BET101,MS110,Martin Shortt
"DT",02/03/22,09,09:33:41,249517.1,249517,Cut Bench Program,FLORIDA KEYS 182 DELFT 4M FELT,3.10,1,1,0,CON801,GL105,Glasgows Of Lisburn
"DT",02/03/22,09,09:36:44,248511.3,248511,Cut Bench Program,SOFT SPLENDID 92 4M FELT,2.75,1,1,0,BAL601,RT150,Roslea Tile & Curtain
"DT",02/03/22,09,09:38:07,248511.4,248511,Cut Bench Program,SOFT SPLENDID 92 4M FELT,3.40,1,1,0,BAL601,RT150,Roslea Tile & Curtain
"DT",02/03/22,09,09:40:56,248114.4,248114,Cut Bench Program,DEVOTION SILK 125 FOG 4M A/B,5.94,1,1,0,MWE101,CI100,City Flooring Centre
"DT",02/03/22,09,09:41:55,248114.5,248114,Cut Bench Program,DEVOTION SILK 125 FOG 4M A/B,0.65,1,1,0,MWE101,,
"DT",02/03/22,09,09:43:07,,248114,Remeasure,DEVOTION SILK 125 FOG 4M A/B,0.00,1,0,1,MWE101,,
"DT",02/03/22,09,09:46:21,246870.7,246870,Cut Bench Program,MIDTOWN LUXURY 581 4M A/B,0.65,1,1,0,CON801,SA999,SAMPLING
"DT",02/03/22,09,09:49:08,241742.5,241742,Cut Bench Program,MIDTOWN LUXURY 5374 4M A/B,,1,1,0,CON801,SA999,SAMPLING
"DT",02/03/22,09,09:50:51,,241742,Remeasure,MIDTOWN LUXURY 5374 4M A/B,0.00,1,0,1,CON801,,
"DT",02/03/22,09,09:53:06,243628.5,243628,Cut Bench Program,JURA HEATHERS F/B 14 4M,1.83,1,1,0,CON801,CI100,City Flooring Centre
"DT",02/03/22,09,09:55:43,249271.2,249271,Cut Bench Program,POWERTEX WANDER 593 4M,4.72,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",02/03/22,10,10:21:40,240470.3,240470,Cut Bench Program,MIDTOWN LUXURY 5274 4M A/B,0.65,1,1,0,CON801,SA999,SAMPLING
"DT",02/03/22,10,10:24:09,,240470,Remeasure,MIDTOWN LUXURY 5274 4M A/B,0.00,1,0,1,CON801,,
"DT",02/03/22,10,10:27:17,247853.6,247853,Cut Bench Program,MIDTOWN LUXURY 585 4M A/B,0.65,1,1,0,CON801,SA999,SAMPLING
"DT",02/03/22,10,10:30:45,245990.8,245990,Cut Bench Program,MIDTOWN ELITE 275 4M A/B,,1,1,0,CON801,,
"DT",02/03/22,10,10:33:35,248224.1,248224,Cut Bench Program,MIDTOWN LUXURY 572 4M A/B,,1,1,0,CON801,SA999,SAMPLING
"DT",02/03/22,10,10:38:40,248267.1,248267,Cut Bench Program,NEW ORKNEY HEATHERS A/B 75 4M,4.80,1,1,0,FLA101,FL190,Flanagan Flooring Ireland
"DT",02/03/22,10,10:40:39,248267.2,248267,Cut Bench Program,NEW ORKNEY HEATHERS A/B 75 4M,4.50,1,1,0,FLA101,FL190,Flanagan Flooring Ireland
"DT",02/03/22,10,10:47:40,248267.3,248267,Cut Bench Program,NEW ORKNEY HEATHERS A/B 75 4M,4.11,1,1,0,FLA101,FL190,Flanagan Flooring Ireland
"DT",02/03/22,10,10:50:36,248522.2,248522,Cut Bench Program,AIM HIGH 995 CHARCOAL 4M FELT,3.70,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",02/03/22,10,10:55:00,236476.6,236476,Cut Bench Program,INFINITY GRASS HANA 35MM 4M,5.70,1,1,0,CLA201,EG100,Eglantine Timber Products Ltd
"DT",02/03/22,10,10:58:51,,236476,Remeasure,INFINITY GRASS HANA 35MM 4M,0.00,1,0,1,CLA201,,
"DT",02/03/22,11,11:02:18,249479.7,249479,Cut Bench Program,FLORIDA KEYS 73 BEIGE 4M FELT,4.06,1,1,0,CON801,DC100,D C FLOORS LTD
"DT",02/03/22,11,11:06:42,249240.2,249240,Cut Bench Program,OLYMPUS NOBLESSE 892 4M,6.00,1,1,0,IVC201,,
"DT",02/03/22,11,11:11:34,233343.1,233343,Cut Bench Program,VINTAGE OAK COLL HAVANNA OAK 019S 3M,2.30,1,1,0,BIG201,FL190,Flanagan Flooring Ireland
"DT",02/03/22,12,12:15:59,249873.1,249873,Cut Bench Program,NOTTINGHAM 173 4M FELT,0.50,1,1,0,CON801,,
"DT",02/03/22,12,12:20:45,249876.1,249876,Cut Bench Program,NOTTINGHAM 176 4M FELT,,1,1,0,CON801,,
"DT",02/03/22,12,12:24:43,249853.1,249853,Cut Bench Program,NOTTINGHAM 75 4M FELT,,1,1,0,CON801,,
"DT",02/03/22,12,12:27:18,249860.1,249860,Cut Bench Program,NOTTINGHAM 76 4M FELT,,1,1,0,CON801,,
"DT",02/03/22,12,12:30:02,249868.1,249868,Cut Bench Program,NOTTINGHAM 90 4M FELT,,1,1,0,CON801,,
"DT",02/03/22,12,12:35:37,247765.7,247765,Cut Bench Program,MIDTOWN ELITE 75 4M A/B,2.90,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",02/03/22,12,12:37:26,,247765,Remeasure,MIDTOWN ELITE 75 4M A/B,0.00,1,0,1,CON801,,
"DT",02/03/22,12,12:39:45,248691.13,248691,Cut Bench Program,ARTEMIS EVORA 594 2M,2.29,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",02/03/22,12,12:40:42,248691.14,248691,Cut Bench Program,ARTEMIS EVORA 594 2M,1.30,1,1,0,IVC201,,
"DT",02/03/22,12,12:43:19,,248691,Remeasure,ARTEMIS EVORA 594 2M,0.00,1,0,1,IVC201,,
"DT",02/03/22,13,13:55:18,248236.3,248236,Cut Bench Program,HARRIS HEATHERS 75 4M A/B,7.50,1,1,0,CON801,,
"DT",02/03/22,13,13:56:08,249057.3,249057,Cut Bench Program,FAIRMONT 177 5M A/B,6.20,1,1,0,CON801,TE100,Teds Carpets & Furniture
"DT",02/03/22,13,13:58:25,246568.6,246568,Cut Bench Program,ARTEMIS ALASKA 581 3M,4.32,1,1,0,IVC201,DP101,Depot Cash sales
"DT",02/03/22,14,14:00:04,,246568,Remeasure,ARTEMIS ALASKA 581 3M,0.00,1,0,1,IVC201,,
"DT",02/03/22,14,14:01:41,248219.6,248219,Cut Bench Program,FAIRMONT 177 4M A/B,0.65,1,1,0,CON801,,
"DT",02/03/22,14,14:03:00,248219.7,248219,Cut Bench Program,FAIRMONT 177 4M A/B,3.00,1,1,0,CON801,DP101,Depot Cash sales
"DT",02/03/22,14,14:09:02,248165.2,248165,Cut Bench Program,NOBLE DREAMS 95 MONTEREY CLIFFS 4M FELT,,1,1,0,BAL601,DP101,Depot Cash sales
"DT",02/03/22,14,14:12:23,248866.1,248866,Cut Bench Program,PARADISE 71 4M A/B,2.20,1,1,0,BET101,FL180,Flanagan Flooring Distributors (Scotland
"DT",02/03/22,14,14:14:06,248866.2,248866,Cut Bench Program,PARADISE 71 4M A/B,2.70,1,1,0,BET101,FL180,Flanagan Flooring Distributors (Scotland
"DT",02/03/22,14,14:15:42,248866.3,248866,Cut Bench Program,PARADISE 71 4M A/B,3.70,1,1,0,BET101,FL180,Flanagan Flooring Distributors (Scotland
"DT",02/03/22,14,14:17:14,248866.4,248866,Cut Bench Program,PARADISE 71 4M A/B,4.30,1,1,0,BET101,FL180,Flanagan Flooring Distributors (Scotland
"DT",02/03/22,14,14:19:27,248866.5,248866,Cut Bench Program,PARADISE 71 4M A/B,4.50,1,1,0,BET101,FL180,Flanagan Flooring Distributors (Scotland
"DT",02/03/22,14,14:22:47,246137.1,246137,Cut Bench Program,CAPRI AGED OAK 967M 3M,9.15,1,1,0,JUT101,MC205,MCGALE FURNITURE & FLOORING
"DT",02/03/22,14,14:30:47,246571.1,246571,Cut Bench Program,HERMES AVORIAZ 582 2M,3.66,1,1,0,IVC201,,
"DT",02/03/22,14,14:33:12,246671.2,246671,Cut Bench Program,OLYMPUS SINTRA 583 2M,3.20,1,1,0,IVC201,FL180,Flanagan Flooring Distributors (Scotland
"DT",02/03/22,14,14:43:45,240729.1,240729,Cut Bench Program,HERMES AVEIRO 599 2M,1.60,1,1,0,IVC201,,
"DT",02/03/22,14,14:46:22,249479.8,249479,Cut Bench Program,FLORIDA KEYS 73 BEIGE 4M FELT,3.81,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",02/03/22,14,14:51:12,,249479,Remeasure,FLORIDA KEYS 73 BEIGE 4M FELT,0.00,1,0,1,CON801,,
"DT",02/03/22,14,14:56:43,247244.1,247244,Cut Bench Program,HAMPTON COURT 41 5M A/B,7.85,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",02/03/22,15,15:04:34,240641.4,240641,Cut Bench Program,HERMES BELLAGGIO 591 4M,4.34,1,1,0,IVC201,CL274,Classic Carpets
"DT",02/03/22,15,15:08:50,245312.3,245312,Cut Bench Program,INFINITY GRASS KIANO 5013 20MM 4M,8.00,1,1,0,CLA201,EG100,Eglantine Timber Products Ltd
"DT",02/03/22,15,15:13:01,245534.4,245534,Cut Bench Program,AURA FINA 544 3M,2.75,1,1,0,IVC201,CI100,City Flooring Centre
"DT",02/03/22,15,15:14:22,245534.5,245534,Cut Bench Program,AURA FINA 544 3M,1.52,1,1,0,IVC201,CI100,City Flooring Centre
"DT",02/03/22,15,15:17:41,247354.2,247354,Cut Bench Program,AURA FINA 544 4M,5.03,1,1,0,IVC201,,
"DT",02/03/22,15,15:19:04,247354.3,247354,Cut Bench Program,AURA FINA 544 4M,3.51,1,1,0,IVC201,,
"DT",02/03/22,15,15:20:57,247354.4,247354,Cut Bench Program,AURA FINA 544 4M,2.13,1,1,0,IVC201,CI100,City Flooring Centre
"DT",02/03/22,15,15:22:10,,247354,Remeasure,AURA FINA 544 4M,0.00,1,0,1,IVC201,,
"DT",02/03/22,15,15:29:48,249388.1,249388,Cut Bench Program,CLASSIC CHARM 915 5M A/B,4.90,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",02/03/22,15,15:46:30,246014.2,246014,Cut Bench Program,MIDTOWN ELITE 375 5M A/B,4.70,1,1,0,CON801,,
"DT",02/03/22,16,16:07:59,247260.4,247260,Cut Bench Program,FLORIDA KEYS 78 NOIR 5M FELT,5.49,1,1,0,CON801,DP101,Depot Cash sales
"DT",02/03/22,16,16:17:12,,247260,Remeasure,FLORIDA KEYS 78 NOIR 5M FELT,0.00,1,0,1,CON801,,
"DT",02/03/22,16,16:37:02,248894.1,248894,Cut Bench Program,GRANITE RIB 78 ANTHRACITE 4M GEL,6.00,1,1,0,BET101,MC120,Gordon McAlister Contracts
,,,,,,,,,--------,--------,--------
"DT",02/03/22,,,,,,,,95,77,18
"DT",03/03/22,08,08:10:38,239417.1,239417,Cut Bench Program,PARADISE 75 4M A/B,3.05,1,1,0,BET101,,
"DT",03/03/22,08,08:15:14,239417.2,239417,Cut Bench Program,PARADISE 75 4M A/B,4.57,1,1,0,BET101,,
"DT",03/03/22,08,08:15:19,239417.3,239417,Cut Bench Program,PARADISE 75 4M A/B,2.36,1,1,0,BET101,,
"DT",03/03/22,08,08:16:59,,247242,Remeasure,MIDTOWN ELITE 81 4M A/B,0.00,1,0,1,CON801,,
"DT",03/03/22,08,08:19:48,241817.11,241817,Cut Bench Program,ORION HOLYWELL 990M 2M,1.98,1,1,0,BIG201,DC100,D C FLOORS LTD
"DT",03/03/22,08,08:22:37,248374.2,248374,Cut Bench Program,VINTAGE OAK COLL LIME OAK 160L 3M,2.40,1,1,0,BIG201,RE105,Reas Of Larne
"DT",03/03/22,08,08:25:14,244893.4,244893,Cut Bench Program,VINTAGE OAK COLL COVENTRY 797M 3M,3.10,1,1,0,BIG201,JO125,Johns Carpets
"DT",03/03/22,08,08:27:47,246951.3,246951,Cut Bench Program,CLASSIC CHARM 720 4M A/B,4.60,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,08,08:29:34,246951.4,246951,Cut Bench Program,CLASSIC CHARM 720 4M A/B,3.05,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,08,08:31:21,246951.5,246951,Cut Bench Program,CLASSIC CHARM 720 4M A/B,2.15,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,08,08:33:29,,246951,Remeasure,CLASSIC CHARM 720 4M A/B,0.00,1,0,1,BAL601,,
"DT",03/03/22,08,08:35:03,235421.6,235421,Cut Bench Program,GLADIATOR FELIZ 592 2M,1.60,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,08,08:37:03,249059.2,249059,Cut Bench Program,HARRIS HEATHERS 176 4M A/B,4.00,1,1,0,CON801,,
"DT",03/03/22,08,08:38:29,249059.3,249059,Cut Bench Program,HARRIS HEATHERS 176 4M A/B,5.18,1,1,0,CON801,,
"DT",03/03/22,08,08:39:59,249059.4,249059,Cut Bench Program,HARRIS HEATHERS 176 4M A/B,1.52,1,1,0,CON801,,
"DT",03/03/22,08,08:40:04,249059.5,249059,Cut Bench Program,HARRIS HEATHERS 176 4M A/B,,1,1,0,CON801,,
"DT",03/03/22,08,08:40:46,249059.6,249059,Cut Bench Program,HARRIS HEATHERS 176 4M A/B,3.15,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",03/03/22,08,08:44:12,,249059,Remeasure,HARRIS HEATHERS 176 4M A/B,0.00,1,0,1,CON801,,
"DT",03/03/22,08,08:45:29,249525.7,249525,Cut Bench Program,FAIRMONT 291 4M A/B,2.75,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",03/03/22,08,08:48:28,246868.3,246868,Cut Bench Program,HARRIS HEATHERS 90 4M A/B,4.88,1,1,0,CON801,,
"DT",03/03/22,08,08:51:44,249171.3,249171,Cut Bench Program,ARTEMIS EMILIA 596 3M,4.00,1,1,0,IVC201,,
"DT",03/03/22,08,08:56:17,248810.1,248810,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,3.95,1,1,0,BAL601,FL325,Floors For Living
"DT",03/03/22,08,08:59:06,248810.2,248810,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,3.10,1,1,0,BAL601,FL325,Floors For Living
"DT",03/03/22,09,09:02:40,248810.3,248810,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,4.80,1,1,0,BAL601,FL325,Floors For Living
"DT",03/03/22,09,09:03:16,248810.4,248810,Cut Bench Program,NOBLE DREAMS 69 SCROLL BEIGE 4M FELT,4.57,1,1,0,BAL601,FL325,Floors For Living
"DT",03/03/22,09,09:07:52,244913.2,244913,Cut Bench Program,RUSTIC COLL CROUCH OAK 170M 4M,5.80,1,1,0,BIG201,EX105,M & P QUIGLEY
"DT",03/03/22,09,09:11:18,243765.4,243765,Cut Bench Program,HERMES VIDIMUS 597 3M,1.20,1,1,0,IVC201,SM101,Smallcost Coleraine
"DT",03/03/22,09,09:14:21,243766.7,243766,Cut Bench Program,HERMES VIDIMUS 597 4M,4.35,1,1,0,IVC201,SM101,Smallcost Coleraine
"DT",03/03/22,09,09:16:27,,243766,Remeasure,HERMES VIDIMUS 597 4M,0.00,1,0,1,IVC201,,
"DT",03/03/22,09,09:17:44,248485.2,248485,Cut Bench Program,EAGLE 980 GRAPHITE 4M FELT,3.00,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,09,09:19:04,248485.3,248485,Cut Bench Program,EAGLE 980 GRAPHITE 4M FELT,2.90,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,09,09:19:59,248485.4,248485,Cut Bench Program,EAGLE 980 GRAPHITE 4M FELT,2.60,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,09,09:23:01,247251.5,247251,Cut Bench Program,FAIRMONT 173 4M A/B,0.65,1,1,0,CON801,,
"DT",03/03/22,09,09:25:26,249092.1,249092,Cut Bench Program,FAIRMONT 273 4M A/B,,1,1,0,CON801,,
"DT",03/03/22,09,09:25:43,249092.2,249092,Cut Bench Program,FAIRMONT 273 4M A/B,13.11,1,1,0,CON801,JY100,YOUNGS CARPETS LTD
"DT",03/03/22,09,09:28:02,249508.2,249508,Cut Bench Program,FAIRMONT 274 4M A/B,0.65,1,1,0,CON801,,
"DT",03/03/22,09,09:28:11,,249508,Remeasure,FAIRMONT 274 4M A/B,0.00,1,0,1,CON801,,
"DT",03/03/22,09,09:32:19,247475.7,247475,Cut Bench Program,FAIRMONT 276 4M A/B,0.65,1,1,0,CON801,,
"DT",03/03/22,10,10:26:29,244199.1,244199,Cut Bench Program,JURA HEATHERS F/B 275 4M,4.90,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",03/03/22,10,10:29:49,248190.1,248190,Cut Bench Program,CLASSIC CHARM HEATHERS 980 4M A/B,3.66,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,10,10:33:19,244733.5,244733,Cut Bench Program,ENCHANTED A/B 77 4M,6.10,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",03/03/22,10,10:36:54,248523.1,248523,Cut Bench Program,NOBLE HEATHERS 965 SLATE GREY 4M FELT,3.43,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,10,10:40:35,249413.1,249413,Cut Bench Program,SOFT NOBLE FELT 630 CANDLE CREAM 4M,3.58,1,1,0,BAL601,,
"DT",03/03/22,10,10:44:40,246888.3,246888,Cut Bench Program,MIDTOWN LUXURY 575 4M A/B,4.00,1,1,0,CON801,,
"DT",03/03/22,10,10:48:08,244888.7,244888,Cut Bench Program,GATSBY CASTLETON 904M 2M,2.97,1,1,0,JUT101,,
"DT",03/03/22,10,10:50:51,,244888,Remeasure,GATSBY CASTLETON 904M 2M,0.00,1,0,1,JUT101,,
"DT",03/03/22,10,10:55:54,249399.2,249399,Cut Bench Program,NOBLE DREAMS 91 ASCOT GREY 4M FELT,3.05,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,11,11:00:15,247255.3,247255,Cut Bench Program,SUPERIOR TWIST 92 4M A/B,3.43,1,1,0,CON801,,
"DT",03/03/22,11,11:04:07,244537.3,244537,Cut Bench Program,AURA SIBERIA 509 4M,4.42,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,11,11:06:46,248057.5,248057,Cut Bench Program,NOBLE HEATHERS 695 NIGHT JAR 4M FELT,1.83,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,11,11:10:58,243572.6,243572,Cut Bench Program,AFFINITY 96 4M FELT,4.10,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,11,11:17:07,249249.2,249249,Cut Bench Program,POWERTEX HELSINKI 597 4M,4.00,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,11,11:21:10,,249249,Remeasure,POWERTEX HELSINKI 597 4M,0.00,1,0,1,IVC201,,
"DT",03/03/22,11,11:23:46,244897.6,244897,Cut Bench Program,VINTAGE OAK COLL COVENTRY 797M 4M,7.10,1,1,0,BIG201,,
"DT",03/03/22,11,11:26:44,,244897,Remeasure,VINTAGE OAK COLL COVENTRY 797M 4M,0.00,1,0,1,BIG201,,
"DT",03/03/22,11,11:28:07,248537.1,248537,Cut Bench Program,SOFT SPLENDID 94 4M FELT,3.05,1,1,0,BAL601,,
"DT",03/03/22,11,11:32:24,249602.1,249602,Cut Bench Program,FLORIDA KEYS 172 DUNE 4M FELT,5.03,1,1,0,,,
"DT",03/03/22,11,11:35:01,243595.5,243595,Cut Bench Program,SUPERIOR TWIST 82 4M A/B,6.75,1,1,0,CON801,,
"DT",03/03/22,11,11:38:01,247867.4,247867,Cut Bench Program,UTOPIA 71 COIN 4M A/B,3.40,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",03/03/22,11,11:41:17,245989.4,245989,Cut Bench Program,RHAPSODY 75 4M FELT,2.74,1,1,0,CON801,,
"DT",03/03/22,11,11:43:34,249413.2,249413,Cut Bench Program,SOFT NOBLE FELT 630 CANDLE CREAM 4M,2.59,1,1,0,BAL601,CI100,City Flooring Centre
"DT",03/03/22,11,11:46:54,249298.4,249298,Cut Bench Program,ROCKEFELLER TRENTINO 907M 3M,3.10,1,1,0,JUT101,,
"DT",03/03/22,14,14:02:03,243594.3,243594,Cut Bench Program,AVIEMORE TWIST 15 LAVENDER 4M A/B,3.80,1,1,0,CON801,FF110,FEENEY FLOORING LTD
"DT",03/03/22,14,14:04:48,249427.3,249427,Cut Bench Program,SOFT SPLENDID 97 4M FELT,1.20,1,1,0,BAL601,FL190,Flanagan Flooring Ireland
"DT",03/03/22,14,14:06:36,249384.1,249384,Cut Bench Program,NOBLE DREAMS 91 ASCOT GREY 5M FELT,5.30,1,1,0,BAL601,FO100,Foyle Carpets
"DT",03/03/22,14,14:07:41,249499.2,249499,Cut Bench Program,OPULENCE 77 GRAPHITE 4M A/B,3.60,1,1,0,CON801,FL190,Flanagan Flooring Ireland
"DT",03/03/22,14,14:16:04,247393.4,247393,Cut Bench Program,OLYMPUS BARCELONA 579 4M,5.20,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,14,14:20:58,247649.1,247649,Cut Bench Program,ISLA TWIST 75 NORTHERN SKY 4M FELT,12.80,1,1,0,BET101,DP101,Depot Cash sales
"DT",03/03/22,14,14:24:27,248318.3,248318,Cut Bench Program,VINTAGE OAK COLL LIME OAK 609M 4M,7.60,1,1,0,BIG201,FL325,Floors For Living
"DT",03/03/22,14,14:27:07,,248318,Remeasure,VINTAGE OAK COLL LIME OAK 609M 4M,0.00,1,0,1,BIG201,,
"DT",03/03/22,14,14:29:25,248300.1,248300,Cut Bench Program,VINTAGE OAK COLL LIME OAK 609M 3M,7.60,1,1,0,BIG201,FL325,Floors For Living
"DT",03/03/22,14,14:31:44,248436.3,248436,Cut Bench Program,DEVOTION SILK 774 EARTH STONE 4M A/B,7.01,1,1,0,FLA101,MC210,H N Mckinley & Son
"DT",03/03/22,14,14:35:38,248814.4,248814,Cut Bench Program,NOBLE HEATHERS 965 SLATE GREY 4M A/B,3.00,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,14,14:38:59,248814.5,248814,Cut Bench Program,NOBLE HEATHERS 965 SLATE GREY 4M A/B,,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,14,14:39:41,248814.6,248814,Cut Bench Program,NOBLE HEATHERS 965 SLATE GREY 4M A/B,5.00,1,1,0,BAL601,DP101,Depot Cash sales
"DT",03/03/22,14,14:43:53,239754.2,239754,Cut Bench Program,JURA HEATHERS F/B 13 4M,5.80,1,1,0,CON801,,
"DT",03/03/22,14,14:46:59,249329.2,249329,Cut Bench Program,ROCKEFELLER TRENTINO 907M 4M,2.00,1,1,0,JUT101,FL190,Flanagan Flooring Ireland
"DT",03/03/22,14,14:47:03,249329.3,249329,Cut Bench Program,ROCKEFELLER TRENTINO 907M 4M,4.00,1,1,0,JUT101,,
"DT",03/03/22,14,14:52:24,249204.2,249204,Cut Bench Program,OLYMPUS SORBONNE 594 4M,5.60,1,1,0,IVC201,DP101,Depot Cash sales
"DT",03/03/22,14,14:56:01,248229.3,248229,Cut Bench Program,RHAPSODY 91 4M FELT,5.49,1,1,0,CON801,,
"DT",03/03/22,15,15:00:39,249266.2,249266,Cut Bench Program,POWERTEX HELSINKI 597 4M,4.20,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,15,15:03:58,245409.3,245409,Cut Bench Program,POWERTEX HELSINKI 597 3M,5.80,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,15,15:52:00,241891.5,241891,Cut Bench Program,ORION PURE OAK 160M 3M,5.64,1,1,0,BIG201,FL190,Flanagan Flooring Ireland
"DT",03/03/22,16,16:42:47,246539.4,246539,Cut Bench Program,MIDTOWN ELITE 275 5M A/B,2.69,1,1,0,CON801,VO100,VOGUE FLOORING
"DT",03/03/22,16,16:46:38,,246539,Remeasure,MIDTOWN ELITE 275 5M A/B,0.00,1,0,1,CON801,,
,,,,,,,,,--------,--------,--------
"DT",03/03/22,,,,,,,,85,75,10
"DT",04/03/22,08,08:01:19,248845.1,248845,Cut Bench Program,NOBLE HEATHERS 945 GULL GREY 4M FELT,3.28,1,1,0,BAL601,,
"DT",04/03/22,08,08:06:29,245449.1,245449,Cut Bench Program,ARTEMIS TAVEL 571 4M,10.06,1,1,0,IVC201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,08,08:09:35,245990.9,245990,Cut Bench Program,MIDTOWN ELITE 275 4M A/B,1.42,1,1,0,CON801,VO100,VOGUE FLOORING
"DT",04/03/22,08,08:13:03,,245990,Remeasure,MIDTOWN ELITE 275 4M A/B,0.00,1,0,1,CON801,,
"DT",04/03/22,08,08:16:25,248880.4,248880,Cut Bench Program,FOUR SEASONS 90 4M A/B,6.75,1,1,0,BET101,,
"DT",04/03/22,08,08:20:09,240593.8,240593,Cut Bench Program,HERMES AVEIRO 523 4M,4.45,1,1,0,IVC201,,
"DT",04/03/22,08,08:23:45,244407.6,244407,Cut Bench Program,SOFT SPLENDID 70 4M FELT,1.85,1,1,0,BAL601,,
"DT",04/03/22,08,08:25:12,,244407,Remeasure,SOFT SPLENDID 70 4M FELT,0.00,1,0,1,BAL601,,
"DT",04/03/22,08,08:27:26,248408.1,248408,Cut Bench Program,ORION SUGAR OAK 997L 4M,4.20,1,1,0,BIG201,,
"DT",04/03/22,08,08:29:03,248408.2,248408,Cut Bench Program,ORION SUGAR OAK 997L 4M,4.34,1,1,0,BIG201,FL190,Flanagan Flooring Ireland
"DT",04/03/22,08,08:32:59,241432.4,241432,Cut Bench Program,ARTEMIS TASMANIA 507 4M,3.28,1,1,0,IVC201,,
"DT",04/03/22,08,08:34:54,,241432,Remeasure,ARTEMIS TASMANIA 507 4M,0.00,1,0,1,IVC201,,
"DT",04/03/22,08,08:36:48,248303.1,248303,Cut Bench Program,VINTAGE OAK COLL LAUREL OAK 162M 4M,2.29,1,1,0,BIG201,,
"DT",04/03/22,08,08:40:20,247181.2,247181,Cut Bench Program,ORION OAK CHEVRON 009S 3M,2.45,1,1,0,BIG201,,
"DT",04/03/22,08,08:43:41,248502.2,248502,Cut Bench Program,SOFT NOBLE FELT 900 GREY MARE 4M,1.00,1,1,0,BAL601,,
"DT",04/03/22,08,08:47:08,249399.3,249399,Cut Bench Program,NOBLE DREAMS 91 ASCOT GREY 4M FELT,3.73,1,1,0,BAL601,,
"DT",04/03/22,08,08:51:04,249480.7,249480,Cut Bench Program,FLORIDA KEYS 73 BEIGE 4M FELT,2.50,1,1,0,CON801,,
