"K J Flanagan & Co. Ltd.",,,,,,,Date : 08 MAR 2022,10:08:11
,,,,C U T T E R S,,DAILY TOTALS,Page : 1    
"User",Date,Hour,Time,Roll No.,Orig_Roll,Trandesc,Product Description,Quantity,Total,Cuts,Remeasures,Supplier,Cus. Ref.,Customer_Name
"DT",07/03/22,14,14:30:25,247255.6,247255,Cut Bench Program,SUPERIOR TWIST 92 4M A/B,,1,1,0,CON801,,
"DT",07/03/22,14,14:30:31,,247255,Remeasure,SUPERIOR TWIST 92 4M A/B,0.00,1,0,1,CON801,,
"DT",07/03/22,14,14:34:31,249247.2,249247,Cut Bench Program,HERMES GRANERO 593 4M,6.40,1,1,0,IVC201,,
"DT",07/03/22,14,14:38:17,247422.5,247422,Cut Bench Program,HERMES GRANERO 593 2M,4.88,1,1,0,IVC201,,
"DT",07/03/22,14,14:41:16,250007.1,250007,Cut Bench Program,ORION PATIO 960D 3M,5.56,1,1,0,BIG201,,
"DT",07/03/22,14,14:47:37,249401.1,249401,Cut Bench Program,AFFINITY 975 4M FELT,2.95,1,1,0,BAL601,,
"DT",07/03/22,14,14:48:59,249401.2,249401,Cut Bench Program,AFFINITY 975 4M FELT,2.65,1,1,0,BAL601,,
"DT",07/03/22,14,14:53:07,248517.4,248517,Cut Bench Program,AFFINITY 975 4M FELT,3.00,1,1,0,BAL601,,
"DT",07/03/22,14,14:54:06,,248517,Remeasure,AFFINITY 975 4M FELT,0.00,1,0,1,BAL601,,
"DT",07/03/22,14,14:56:20,249338.2,249338,Cut Bench Program,GATSBY CAMEO 060S 4M,3.81,1,1,0,JUT101,,
"DT",07/03/22,14,14:58:02,249338.3,249338,Cut Bench Program,GATSBY CAMEO 060S 4M,3.51,1,1,0,JUT101,,
"DT",07/03/22,15,15:02:13,248851.1,248851,Cut Bench Program,EAGLE 940 CLOUD BURST 4M FELT,4.88,1,1,0,,,
"DT",07/03/22,15,15:03:26,248851.2,248851,Cut Bench Program,EAGLE 940 CLOUD BURST 4M FELT,4.57,1,1,0,,,
"DT",07/03/22,15,15:08:41,249072.1,249072,Cut Bench Program,EXCELLENCE 92 BRACKEN 4M A/B,6.10,1,1,0,CON801,,
"DT",07/03/22,15,15:12:05,249294.4,249294,Cut Bench Program,ROCKEFELLER TRENTINO 009L 3M,2.25,1,1,0,JUT101,,
"DT",07/03/22,15,15:15:07,249298.5,249298,Cut Bench Program,ROCKEFELLER TRENTINO 907M 3M,5.30,1,1,0,JUT101,,
"DT",07/03/22,15,15:18:02,,249298,Remeasure,ROCKEFELLER TRENTINO 907M 3M,0.00,1,0,1,JUT101,,
"DT",07/03/22,15,15:25:27,248695.11,248695,Cut Bench Program,ARTEMIS EVORA 594 3M,1.68,1,1,0,IVC201,,
"DT",07/03/22,15,15:26:24,,248695,Remeasure,ARTEMIS EVORA 594 3M,0.00,1,0,1,IVC201,,
"DT",07/03/22,15,15:28:34,,240886,Remeasure,CLASSIC CHARM HEATHERS 540 4M A/B,,1,0,1,BAL601,,
"DT",07/03/22,15,15:32:15,239421.1,239421,Cut Bench Program,PARADISE 90 4M A/B,4.30,1,1,0,BET101,,
"DT",07/03/22,15,15:36:47,247583.2,247583,Cut Bench Program,EMPEROR 66 DARK BEIGE 4M FELT,3.20,1,1,0,BET101,,
"DT",07/03/22,15,15:38:27,247583.3,247583,Cut Bench Program,EMPEROR 66 DARK BEIGE 4M FELT,3.70,1,1,0,BET101,,
"DT",07/03/22,15,15:41:30,249092.3,249092,Cut Bench Program,FAIRMONT 273 4M A/B,2.80,1,1,0,CON801,,
"DT",07/03/22,15,15:44:22,247379.3,247379,Cut Bench Program,GLADIATOR SORBONNE 594 3M,2.50,1,1,0,IVC201,,
"DT",07/03/22,15,15:47:28,249365.2,249365,Cut Bench Program,ROCKEFELLER DEVON 909M 4M,4.27,1,1,0,JUT101,,
"DT",07/03/22,15,15:52:44,249993.1,249993,Cut Bench Program,VINTAGE OAK COLL PIN OAK 790M 4M,4.25,1,1,0,BIG201,,
"DT",07/03/22,15,15:56:56,248528.5,248528,Cut Bench Program,THE NOBLE COLL STRIPE 14 FIRE LINE 4M FELT,3.66,1,1,0,BAL601,,
"DT",07/03/22,16,16:04:01,,248528,Remeasure,THE NOBLE COLL STRIPE 14 FIRE LINE 4M FELT,0.00,1,0,1,BAL601,,
"DT",07/03/22,16,16:07:14,249410.2,249410,Cut Bench Program,THE NOBLE COLL STRIPE 74 CAVERN SAND 4M FELT,5.75,1,1,0,BAL601,,
"DT",07/03/22,16,16:10:12,245934.5,245934,Cut Bench Program,HIGH LIFE 910 PEARL RIVER 4M FELT,9.80,1,1,0,BAL601,,
"DT",07/03/22,16,16:21:19,250021.1,250021,Cut Bench Program,ORION SUGAR OAK 997L 2M,1.60,1,1,0,FLA101,,
,,,,,,,,,--------,--------,--------
"DT",07/03/22,,,,,,,,112,95,17
,,,,,,,,,--------,--------,--------
"DT", ,,,,,,,,553,476,77
"EM",04/03/22,09,09:19:09,,237089,Remeasure,AVIEMORE TWIST 94 HAZELNUT 4M A/B,0.00,1,0,1,CON801,,
,,,,,,,,,--------,--------,--------
"EM",04/03/22,,,,,,,,1,0,1
,,,,,,,,,--------,--------,--------
"EM", ,,,,,,,,1,0,1
"LS",02/03/22,11,11:17:42,,249854,Remeasure,NOTTINGHAM 75 4M FELT,0.00,1,0,1,CON801,,
"LS",02/03/22,11,11:17:56,,249848,Remeasure,NOTTINGHAM 75 4M FELT,,1,0,1,CON801,,
"LS",02/03/22,11,11:18:04,,249857,Remeasure,NOTTINGHAM 75 4M FELT,,1,0,1,CON801,,
,,,,,,,,,--------,--------,--------
"LS",02/03/22,,,,,,,,3,0,3
"LS",07/03/22,09,09:40:45,,250021,Remeasure,ORION SUGAR OAK 997L 2M,0.00,1,0,1,FLA101,,
,,,,,,,,,--------,--------,--------
"LS",07/03/22,,,,,,,,1,0,1
,,,,,,,,,--------,--------,--------
"LS", ,,,,,,,,4,0,4
"SDR",07/03/22,09,09:40:26,,243579,Remeasure,THE NOBLE COLL 810 ABBEY STONE 4M FELT,0.00,1,0,1,BAL601,,
,,,,,,,,,--------,--------,--------
"SDR",07/03/22,,,,,,,,1,0,1
,,,,,,,,,--------,--------,--------
"SDR", ,,,,,,,,1,0,1
"ZG",07/03/22,12,12:16:49,,246101,Remeasure,GRANITE RIB 78 ANTHRACITE 4M GEL,0.00,1,0,1,BET101,,
,,,,,,,,,--------,--------,--------
"ZG",07/03/22,,,,,,,,1,0,1
,,,,,,,,,--------,--------,--------
"ZG", ,,,,,,,,1,0,1
,,,,,,,,,========,========,========
,,,,,,,,,563,476,87
